ClusterSize,Phi_file,Phi_calc,AbsDifference,Mismatch
219,0.02732,0.027319542637688748,4.573623112527625e-07,False
220,0.027136,0.027135503010208534,4.969897914666732e-07,False
221,0.026593,0.026593425756386783,4.2575638678488126e-07,False
222,0.026231,0.026230936819172112,6.31808278889201e-08,False
223,0.026038,0.026038491683358006,4.916833580073665e-07,False
224,0.025766,0.02576601671309192,1.671309192083359e-08,False
225,0.025672,0.025672265251066053,2.6525106605265747e-07,False
226,0.025579,0.025578562728380026,4.372716199754767e-07,False
227,0.026421,0.026420997740309402,2.2596905978333748e-09,False
228,0.031432,0.031432177414508086,1.7741450808461678e-07,False
229,0.031045,0.031045457274965473,4.5727496547284807e-07,False
230,0.030698,0.030697674418604652,3.2558139534746844e-07,False
231,0.030445,0.030444824379855424,1.7562014457614405e-07,False
232,0.030161,0.03016129999400372,2.9999400371835683e-07,False
233,0.029829,0.0343980343980344,0.004569034398034397,True
234,0.028759,0.03332651809445921,0.004567518094459211,True
235,0.028353,0.028352581420894814,4.185791051859733e-07,False
236,0.02746,0.027459752185301823,2.4781469817533597e-07,False
237,0.027296,0.027295723277839874,2.7672216012727957e-07,False
238,0.027322,0.0273224043715847,4.0437158469949774e-07,False
239,0.027216,0.027216446676790094,4.4667679009388617e-07,False
240,0.027316,0.027315706531255472,2.934687445277362e-07,False
241,0.02747,0.027469963839962672,3.61600373290083e-08,False
242,0.02771,0.032244980734131005,0.004534980734131007,True
243,0.027863,0.032388663967611336,0.0045256639676113375,True
244,0.027027,0.03155339805825243,0.004526398058252428,True
245,0.025766,0.030290791599353797,0.004524791599353796,True
246,0.024726,0.02925156344563244,0.004525563445632437,True
247,0.024904,0.029423619508262798,0.004519619508262799,True
248,0.024904,0.029423619508262798,0.004519619508262799,True
249,0.025091,0.029607250755287008,0.0045162507552870094,True
250,0.025268,0.02977867203219316,0.004510672032193162,True
251,0.025455,0.02996179368590388,0.004506793685903881,True
252,0.025827,0.030327374974894558,0.004500374974894559,True
253,0.02621,0.030704394942805538,0.004494394942805537,True
254,0.026189,0.03067976739522759,0.00449076739522759,True
255,0.026549,0.031031031031031032,0.004482031031031033,True
256,0.026527,0.03100620124024805,0.004479201240248053,True
257,0.026104,0.03058165100939436,0.004477651009394363,True
258,0.025682,0.030157779109247055,0.004475779109247055,True
259,0.025045,0.029517351416035103,0.004472351416035102,True
260,0.024625,0.029095257074531686,0.004470257074531685,True
261,0.023591,0.028059701492537312,0.0044687014925373116,True
262,0.024166,0.028628230616302187,0.004462230616302187,True
263,0.024935,0.02938840349483717,0.004453403494837173,True
264,0.025479,0.029885961462839165,0.004406961462839164,True
265,0.023659,0.028066732090284593,0.004407732090284593,True
266,0.02439,0.028784021930683374,0.0043940219306833755,True
267,0.024689,0.02909948879276445,0.004410488792764452,True
268,0.022871,0.027281648675171737,0.004410648675171738,True
269,0.022862,0.02727094369236806,0.004408943692368061,True
270,0.022039,0.02644466209598433,0.004405662095984329,True
271,0.020825,0.025229806375904558,0.004404806375904558,True
272,0.021586,0.02598163703848408,0.004395637038484078,True
273,0.022344,0.02673170731707317,0.004387707317073171,True
274,0.021459,0.025830258302583026,0.0043712583025830275,True
275,0.019272,0.023643410852713178,0.004371410852713177,True
276,0.019257,0.023625096824167312,0.004368096824167313,True
277,0.020583,0.02493717378697081,0.004354173786970811,True
278,0.021516,0.025858741798533386,0.004342741798533386,True
279,0.020628,0.02495201535508637,0.0043240153550863705,True
280,0.021563,0.025876940770557792,0.004313940770557793,True
281,0.02099,0.02530674846625767,0.004316748466257667,True
282,0.019789,0.02410099464422341,0.00431199464422341,True
283,0.018419,0.022731614135625598,0.004312614135625597,True
284,0.016663,0.020976353928299007,0.004313353928299006,True
285,0.016651,0.020960365853658538,0.004309365853658539,True
286,0.0166,0.020896656534954407,0.0042966565349544066,True
287,0.016206,0.02050113895216401,0.004295138952164008,True
288,0.016575,0.0208649468892261,0.004289946889226102,True
289,0.016562,0.02084912812736922,0.0042871281273692205,True
290,0.017297,0.02157456472369417,0.004277564723694172,True
291,0.017844,0.022113022113022112,0.004269022113022113,True
292,0.018203,0.022465546535774965,0.004262546535774965,True
293,0.018361,0.022615906520919715,0.004254906520919716,True
294,0.018333,0.02258185923974407,0.0042488592397440725,True
295,0.018477,0.022714473437206683,0.004237473437206683,True
296,0.019209,0.023438964935308455,0.004229964935308455,True
297,0.019748,0.02397003745318352,0.00422203745318352,True
298,0.020845,0.02505609573672401,0.00421109573672401,True
299,0.020783,0.024981357196122298,0.004198357196122299,True
300,0.018175,0.022262443438914026,0.004087443438914026,True
301,0.016322,0.02040816326530612,0.004086163265306121,True
302,0.016316,0.020400794367214297,0.004084794367214296,True
303,0.014467,0.01854853232486944,0.004081532324869439,True
304,0.012448,0.01652892561983471,0.0040809256198347105,True
305,0.012261,0.016340456096247083,0.004079456096247084,True
306,0.010799,0.014877218139451514,0.004078218139451514,True
307,0.010432,0.014508328855454057,0.004076328855454057,True
308,0.010246,0.014321518080916577,0.0040755180809165775,True
309,0.010405,0.014472038592102911,0.004067038592102912,True
310,0.010036,0.014099589505621988,0.004063589505621988,True
311,0.00948,0.013537584609903812,0.004057584609903811,True
312,0.009109,0.013162575595873355,0.004053575595873354,True
313,0.008562,0.012613252798010304,0.004051252798010304,True
314,0.007661,0.01171043293115685,0.004049432931156849,True
315,0.007299,0.011347517730496455,0.004048517730496455,True
316,0.006938,0.010985116938341602,0.004047116938341602,True
317,0.006933,0.010977337110481586,0.004044337110481586,True
318,0.006928,0.010969568294409059,0.0040415682944090585,True
319,0.007268,0.011299435028248588,0.004031435028248587,True
320,0.007439,0.011465866995942847,0.004026866995942847,True
321,0.009174,0.013178703215603585,0.004004703215603585,True
322,0.010037,0.01403016485443704,0.003993164854437039,True
323,0.009678,0.013669821240799159,0.003991821240799158,True
324,0.009671,0.013660245183887917,0.003989245183887916,True
325,0.009838,0.013823272090988626,0.003985272090988626,True
326,0.009835,0.013818436242784678,0.003983436242784678,True
327,0.009651,0.013631597343586158,0.0039805973435861584,True
328,0.011031,0.01499825601674224,0.00396725601674224,True
329,0.011027,0.01499302649930265,0.003966026499302649,True
330,0.011024,0.014987800627396306,0.003963800627396305,True
331,0.011193,0.015154154328514196,0.0039611543285141965,True
332,0.026149,0.0299625468164794,0.0038135468164794024,True
333,0.02663,0.030437000510117326,0.0038070005101173247,True
334,0.027119,0.0309208290859667,0.0038018290859666987,True
335,0.027432,0.031228784792939578,0.003796784792939576,True
336,0.02792,0.03171103951161608,0.003791039511616079,True
337,0.028203,0.03198510746319174,0.0037821074631917417,True
338,0.027999,0.03177822853279243,0.0037792285327924273,True
339,0.027448,0.031223628691983123,0.003775628691983123,True
340,0.026899,0.03067071115604988,0.003771711156049882,True
341,0.026707,0.030476511197171242,0.003769511197171241,True
342,0.027182,0.03094517322569795,0.003763173225697948,True
343,0.027665,0.031423290203327174,0.0037582902033271755,True
344,0.027974,0.03172737955346651,0.00375337955346651,True
345,0.028456,0.03220395840322039,0.0037479584032203937,True
346,0.028273,0.032020117351215426,0.003747117351215426,True
347,0.028735,0.03247405423501841,0.0037390542350184096,True
348,0.029195,0.032926625438743105,0.0037316254387431066,True
349,0.029185,0.0329156223893066,0.0037306223893066003,True
350,0.029978,0.033700367033700364,0.0037223670337003627,True
351,0.030293,0.03401133711237079,0.0037183371123707884,True
352,0.030273,0.033988670443185605,0.0037156704431856036,True
353,0.032282,0.032281619861867526,3.8013813247195216e-07,False
354,0.032278,0.03227769158224575,3.08417754252277e-07,False
355,0.032352,0.0323522257358307,2.2573583070145675e-07,False
356,0.032286,0.03228552319571958,4.7680428041929623e-07,False
357,0.032207,0.03220709771511911,9.771511910727781e-08,False
358,0.032233,0.03223258498648115,4.15013518849372e-07,False
359,0.032137,0.03213667951324614,3.2048675385754066e-07,False
360,0.032072,0.032072093940589255,9.39405892519396e-08,False
361,0.03207,0.03207014775933736,1.4775933735583502e-07,False
362,0.032029,0.032029117379435854,1.1737943585166111e-07,False
363,0.032068,0.03206838021338506,3.802133850608347e-07,False
364,0.032014,0.032013811067026075,1.8893297392547082e-07,False
365,0.031844,0.031844048916333696,4.8916333698911796e-08,False
366,0.031706,0.0317056937133176,3.0628668239857104e-07,False
367,0.031731,0.03173114734262984,1.4734262984011925e-07,False
368,0.031698,0.03169802189825177,2.1898251774399302e-08,False
369,0.031696,0.031696104524558434,1.0452455843218411e-07,False
370,0.03163,0.03163046433642488,4.643364248796411e-07,False
371,0.031707,0.031706727865684264,2.721343157346956e-07,False
372,0.031633,0.03163296106248113,3.893751886890895e-08,False
373,0.031585,0.03158466318742647,3.36812573532852e-07,False
374,0.031721,0.03172114340851526,1.4340851525740383e-07,False
375,0.031204,0.031203923810670116,7.618932988326388e-08,False
376,0.031202,0.031202046035805626,4.603580562589915e-08,False
377,0.031088,0.031088394467829225,3.9446782922406e-07,False
378,0.031054,0.03105366000300616,3.399969938366887e-07,False
379,0.031052,0.03105179306820573,2.0693179426933828e-07,False
380,0.031048,0.031048059871960566,5.987196056642108e-08,False
381,0.031103,0.03110256333203113,4.366679688672104e-07,False
382,0.030935,0.030934646804420953,3.531955790475605e-07,False
383,0.031018,0.031018226586193437,2.265861934365454e-07,False
384,0.031044,0.031043593130779392,4.0686922060662045e-07,False
385,0.031187,0.03118715293411376,1.5293411376182675e-07,False
386,0.031185,0.031185280787585916,2.8078758591496e-07,False
387,0.031292,0.03129219045333173,1.9045333173040024e-07,False
388,0.031287,0.03128655847856736,4.4152143264392096e-07,False
389,0.031339,0.03133903133903134,3.133903134222571e-08,False
390,0.031237,0.031236884705318064,1.1529468193702264e-07,False
391,0.031214,0.03121442693667246,4.269366724596324e-07,False
392,0.031172,0.03117233118730349,3.3118730349140924e-07,False
393,0.031108,0.031107920555156737,7.94448432629713e-08,False
394,0.031091,0.03109118086696562,1.8086696561975257e-07,False
395,0.031281,0.03128081025365242,1.8974634758556208e-07,False
396,0.031273,0.031273335523761166,3.3552376116352534e-07,False
397,0.031409,0.03140861049740252,3.8950259748093963e-07,False
398,0.031407,0.03140673513255314,2.6486744685721986e-07,False
399,0.031274,0.031274246493584006,2.464935840024163e-07,False
400,0.031369,0.031369274809160304,2.7480916030275804e-07,False
401,0.031425,0.03142516398330352,1.6398330351941048e-07,False
402,0.031477,0.03147728627638011,2.8627638011535783e-07,False
403,0.031618,0.03161784426498197,1.5573501802729206e-07,False
404,0.031583,0.03158333829926703,3.3829926703032864e-07,False
405,0.031608,0.03160842494116245,4.249411624523969e-07,False
406,0.03159,0.03158960312025486,3.968797451375794e-07,False
407,0.031742,0.03174178194258515,2.180574148469283e-07,False
408,0.031851,0.031851301115241634,3.011152416368401e-07,False
409,0.031809,0.03180926333313514,2.633331351448165e-07,False
410,0.031773,0.03177292316837569,7.683162431271207e-08,False
411,0.031779,0.03177947241921605,4.7241921604518344e-07,False
412,0.031795,0.03179499347490806,6.525091938991423e-09,False
413,0.03173,0.03173002787497776,2.787497775658121e-08,False
414,0.031851,0.031850908121240855,9.187875914251631e-08,False
415,0.031899,0.03189882415662115,1.7584337884402057e-07,False
416,0.031864,0.031864487088367685,4.870883676816318e-07,False
417,0.032304,0.03230386936457224,1.3063542775998416e-07,False
418,0.032458,0.03245831855267826,3.185526782564785e-07,False
419,0.034282,0.03428184680575582,1.531942441790335e-07,False
420,0.037937,0.038240698208543866,0.00030369820854386775,True
421,0.037873,0.03817670359951777,0.00030370359951777115,True
422,0.037784,0.038087310926781665,0.0003033109267816664,True
423,0.037805,0.03810835629017447,0.0003033562901744724,True
424,0.037743,0.03804659703890738,0.00030359703890738,True
425,0.037734,0.03803786574870912,0.00030386574870912286,True
426,0.0378,0.038102866296698894,0.0003028662966988935,True
427,0.03746,0.037762797074954293,0.00030279707495429325,True
428,0.03732,0.037622744918931264,0.00030274491893126504,True
429,0.03746,0.037761679310934916,0.00030167931093491585,True
430,0.037479,0.03778050240939808,0.00030150240939808004,True
431,0.03758,0.037881595074537526,0.0003015950745375237,True
432,0.037544,0.03784554003989741,0.00030154003989740774,True
433,0.037542,0.03784338310726092,0.0003013831072609177,True
434,0.037499,0.03780088306509044,0.00030188306509044277,True
435,0.037564,0.03786584671449721,0.00030184671449721284,True
436,0.03759,0.037891080934893386,0.0003010809348933871,True
437,0.037636,0.037937217178472836,0.0003012171784728332,True
438,0.037661,0.0379624359704041,0.00030143597040410003,True
439,0.037653,0.037953795379537955,0.00030079537953795615,True
440,0.037671,0.03797252325283727,0.00030152325283726994,True
441,0.037661,0.037961725481275056,0.0003007254812750562,True
442,0.037372,0.03828574820442809,0.0009137482044280845,True
443,0.037002,0.03791609802409067,0.000914098024090669,True
444,0.036875,0.037787254205164655,0.0009122542051646573,True
445,0.036761,0.03767224554970726,0.0009112455497072569,True
446,0.036559,0.03747044917257683,0.0009114491725768295,True
447,0.036187,0.03709829867674858,0.0009112986767485856,True
448,0.036157,0.03706764254515405,0.0009106425451540501,True
449,0.035645,0.03655583771334081,0.0009108377133408077,True
450,0.035615,0.036525638756122025,0.0009106387561220244,True
451,0.035451,0.03636042194590135,0.0009094219459013439,True
452,0.034897,0.03580683156654888,0.000909831566548884,True
453,0.034645,0.03555450906522251,0.0009095090652225107,True
454,0.03458,0.03548937672885645,0.0009093767288564508,True
455,0.034434,0.03534254630990885,0.0009085463099088517,True
456,0.034471,0.03537846732487071,0.0009074673248707088,True
457,0.034377,0.035284447836552574,0.0009074478365525759,True
458,0.034252,0.03515877208428714,0.0009067720842871399,True
459,0.034179,0.03508566064304154,0.0009066606430415403,True
460,0.033932,0.03483870967741935,0.0009067096774193553,True
461,0.034026,0.034931426561950536,0.0009054265619505356,True
462,0.034106,0.035012609231130136,0.0009066092311301385,True
463,0.033892,0.03479789103690686,0.0009058910369068585,True
464,0.033792,0.034696623954127905,0.0009046239541279019,True
465,0.033603,0.03450695987834834,0.0009039598783483413,True
466,0.03347,0.03437390389337075,0.0009039038933707499,True
467,0.03353,0.03443052723565395,0.0009005272356539529,True
468,0.033503,0.03440621531631521,0.000903215316315209,True
469,0.033633,0.03453506008633765,0.0009020600863376485,True
470,0.033293,0.034193510805615425,0.0009005108056154218,True
471,0.033228,0.03412929528246943,0.0009012952824694262,True
472,0.032675,0.033575792842595285,0.0009007928425952827,True
473,0.032311,0.03321119060082592,0.0009001906008259189,True
474,0.032123,0.03302325581395349,0.0009002558139534905,True
475,0.031988,0.032887855897733874,0.0008998558977338714,True
476,0.031737,0.03263646922183507,0.0008994692218350711,True
477,0.031348,0.03224315266381602,0.0008951526638160193,True
478,0.031143,0.032038330543208454,0.0008953305432084536,True
479,0.030902,0.03179641064112182,0.0008944106411218206,True
480,0.030544,0.031439284684164986,0.0008952846841649847,True
481,0.030481,0.0313761679547814,0.000895167954781402,True
482,0.030289,0.031183353507406766,0.0008943535074067664,True
483,0.029903,0.03080034672060098,0.0008973467206009819,True
484,0.02984,0.030737231338109544,0.0008972313381095456,True
485,0.02948,0.030376530376530375,0.0008965303765303759,True
486,0.029337,0.030233094853450264,0.0008960948534502654,True
487,0.029274,0.03017017594462071,0.0008961759446207071,True
488,0.028822,0.029716655148583276,0.0008946551485832753,True
489,0.028818,0.02971323275365657,0.0008952327536565705,True
